"Contaminant","G","AC_la","Shape","Size..µm.","Surface_area","Volume","Microplastic","Total_surface_area","size_assigned","TMC_rsd_0","TMC_rsd_0n","TMC_rsd_10","TMC_rsd_50","TMC_rsd_100","TMC_rsd_200"
"Chromium",0.03,0.000454,"Sphere",500,785398.163397448,65449846.9497873,"PP",1.416e+10,"50",119134836.696806,119134836.696806,117955624.913709,95332656.2773861,59801861.7320638,24881782.4856764
"Manganese",0.12,0.13,"Sphere",2000,12566370.6143592,4188790204.78639,"PP",3.54e+09,"50",416055.506618075,416055.506618075,411937.336237106,332930.968845641,208846.501741208,86894.8403730544
"Mercury",0.002,0.00125,"Sphere",4.5,63.6172512351933,47.712938426395,"PP",1573333333333.33,"50",320516834.727998,320516834.727998,317344318.286363,256480153.777382,160889156.89693,66941210.3614641
"Propanolol",5e-04,0.133,"Sphere",45,6361.72512351933,47712.938426395,"PP",157333333333.333,"50",75309.4066560146,75309.4066560147,74563.9845597658,60263.1940266406,37802.9034062336,15728.6678480884
"Sulfamethoxazole",0.02,0.087,"Sphere",45,6361.72512351933,47712.938426395,"PP",157333333333.333,"50",4605126.9357471,4605126.9357471,4559544.80296499,3685059.68070952,2311625.81748463,961798.999446324
"Aluminum",2.9,0.375,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PP",2.478e+09,"50",232374.705177799,232374.705177799,230074.630757613,185948.111488602,116644.638750274,48532.3775120615
"Antimony",0.004,27.8,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PP",4.956e+09,"50",8.64703690812945,8.64703690812945,8.56144743578318,6.91942860910204,4.34053480837042,1.80596790543518
"Arsenic",0.003,1.92,"Long Cylinder",100,329867.228626928,7853981.63397448,"PP",4.956e+10,"50",939.014164242182,939.014164242183,929.71968247958,751.406700519675,471.354951846475,196.116827230852
"BPA",6e-05,0.19,"Long Cylinder",13.2,5747.6065915956,18063.906430729,"PP",375454545454.545,"50",1437.72503616028,1437.72503616028,1423.49425068644,1150.47915869041,721.691792300824,300.27456800896
"Bromine",0.01,13,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PP",4.956e+09,"50",46.2283896242305,46.2283896242305,45.7708151374562,36.9923298717378,23.2051668601342,9.65498226367271
"Cadmium",0.005,0.00014,"Long Cylinder",3000,296880505.764235,212057504117.311,"PP",1.652e+09,"50",715439.363232139,715439.363232139,708357.853317775,572500.343253086,359127.582359219,149422.34455684
"Chromium",0.03,0.000454,"Long Cylinder",500,8246680.71567321,981747704.24681,"PP",9.912e+09,"50",7942322.4464537,7942322.44645371,7863708.32758059,6355510.4184924,3986790.78213759,1658785.49904509
"Manganese",0.12,0.13,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PP",2.478e+09,"50",27737.0337745383,27737.0337745383,27462.4890824737,22195.3979230427,13923.1001160805,5792.98935820363
"Mercury",0.002,0.00125,"Long Cylinder",4.5,667.98113796953,715.694076395925,"PP",1101333333333.33,"50",21367788.9818666,21367788.9818666,21156287.8857575,17098676.9184922,10725943.7931287,4462747.35743094
"Propanolol",5e-04,0.133,"Long Cylinder",45,66798.113796953,715694.076395925,"PP",110133333333.333,"50",5020.62711040098,5020.62711040098,4970.93230398439,4017.54626844271,2520.19356041558,1048.57785653923
"Sulfamethoxazole",0.02,0.087,"Long Cylinder",45,66798.113796953,715694.076395925,"PP",110133333333.333,"50",307008.46238314,307008.46238314,303969.653530999,245670.645380634,154108.387832309,64119.9332964216
"Aluminum",2.9,0.375,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PP",1.416e+10,"50",23237470.5177799,23237470.5177799,23007463.0757613,18594811.1488602,11664463.8750274,4853237.75120615
"Antimony",0.004,27.8,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PP",2.832e+10,"50",864.703690812945,864.703690812946,856.144743578318,691.942860910204,434.053480837042,180.596790543518
"Arsenic",0.003,1.92,"Short Cylinder",100,18849.5559215388,78539.8163397448,"PP",2.832e+11,"50",93901.4164242182,93901.4164242183,92971.9682479579,75140.6700519675,47135.4951846475,19611.6827230852
"BPA",6e-05,0.19,"Short Cylinder",13.2,328.434662376891,180.63906430729,"PP",2145454545454.55,"50",143772.503616028,143772.503616028,142349.425068644,115047.915869041,72169.1792300824,30027.456800896
"Bromine",0.01,13,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PP",2.832e+10,"50",4622.83896242305,4622.83896242305,4577.08151374562,3699.23298717378,2320.51668601342,965.498226367271
"Cadmium",0.005,0.00014,"Short Cylinder",3000,16964600.3293849,2120575041.17311,"PP",9.44e+09,"50",71543936.3232139,71543936.3232139,70835785.3317775,57250034.3253086,35912758.2359219,14942234.455684
"Chromium",0.03,0.000454,"Short Cylinder",500,471238.898038469,9817477.0424681,"PP",5.664e+10,"50",794232244.64537,794232244.645371,786370832.758058,635551041.84924,398679078.213759,165878549.904509
"Manganese",0.12,0.13,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PP",1.416e+10,"50",2773703.37745383,2773703.37745383,2746248.90824737,2219539.79230427,1392310.01160805,579298.935820363
"Mercury",0.002,0.00125,"Short Cylinder",4.5,38.170350741116,7.15694076395925,"PP",6293333333333.33,"50",2136778898.18666,2136778898.18666,2115628788.57575,1709867691.84922,1072594379.31287,446274735.743094
"Propanolol",5e-04,0.133,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PP",629333333333.333,"50",502062.711040097,502062.711040098,497093.230398438,401754.626844271,252019.356041557,104857.785653923
"Sulfamethoxazole",0.02,0.087,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PP",629333333333.333,"50",30700846.238314,30700846.238314,30396965.3530999,24567064.5380634,15410838.7832309,6411993.32964216
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PP",3564431928.66293,"50",3557496.60509552,3557496.60509552,3522284.05072126,2846737.44863271,1785749.03855904,742997.255679223
"Antimony",0.004,27.8,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PP",7128863857.32586,"50",132.380176324567,132.380176324567,131.069860483301,105.931683774475,66.4505968206043,27.6481241259944
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.2",100,30993.6377269842,513019.932064746,"PP",71288638573.2586,"50",14375.6597727459,14375.6597727459,14233.3676618585,11503.5187848843,7216.1194984875,3002.4134793072
"BPA",6e-05,0.19,"Oblate Spheroid e=0.2",13.2,540.033143754972,1179.92942711109,"PP",540065443736.807,"50",22010.5795563574,22010.5795563574,21792.7160372953,17613.0431156124,11048.604016823,4596.99671472873
"Bromine",0.01,13,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PP",7128863857.32586,"50",707.724788812106,707.724788812106,700.71963873765,566.32707864046,355.255113771692,147.811125135124
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.2",3000,27894273.9542857,13851538165.7481,"PP",2376287952.44195,"50",10952883.6363778,10952883.6363778,10844470.5995113,8764585.74086426,5497995.80837143,2287553.1270912
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.2",500,774840.943174604,64127491.5080932,"PP",14257727714.6517,"50",121591483.540406,121591483.540406,120387955.554046,97298484.8765548,61035019.5466784,25394862.9086777
"Manganese",0.12,0.13,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PP",3564431928.66293,"50",424634.873287264,424634.873287264,420431.78324259,339796.247184276,213153.068263015,88686.6750810743
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.2",4.5,62.7621163971429,46.7489413093999,"PP",1584191968294.64,"50",327126124.606485,327126124.606485,323888188.57207,261768960.793813,164206808.14336,68321586.7291239
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PP",158419196829.464,"50",76862.3413079146,76862.3413079146,76101.5480667457,61505.8648481703,38582.4267254136,16053.00440064
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PP",158419196829.464,"50",4700087.99721961,4700087.99721961,4653565.92775962,3761048.28726742,2359293.22045058,981631.993234539
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PP",5322718831.81046,"50",7996562.02819802,7996562.02819803,7917411.03903846,6398913.36885041,4014017.31014412,1670113.65051191
"Antimony",0.004,27.8,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PP",10645437663.6209,"50",297.564947712653,297.564947712653,294.619611971166,238.113868848316,149.368046767953,62.1476178558141
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.9",100,20590.0279749479,228231.414979461,"PP",106454376636.209,"50",32313.6935406709,32313.6935406709,31993.8484874938,25857.6779452468,16220.4363287074,6748.84287652981
"BPA",6e-05,0.19,"Oblate Spheroid e=0.9",13.2,358.760647435492,524.924951047482,"PP",806472550274.311,"50",49475.5116412186,49475.5116412186,48985.7967272632,39590.7030740621,24835.1178238582,10333.1565573662
"Bromine",0.01,13,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PP",10645437663.6209,"50",1590.82798969457,1590.82798969457,1575.081771692,1272.993375766,798.544557720978,332.25072622916
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.9",3000,18531025.1774531,6162248204.44546,"PP",3548479221.20697,"50",24619956.9833683,24619956.9833683,24376265.514281,19701087.9582833,12358427.6790151,5141975.5249751
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.9",500,514750.699373698,28528926.8724327,"PP",21290875327.2418,"50",273314059.903472,273314059.903472,270608762.537392,218708113.017065,137194879.960873,57082723.8895914
"Manganese",0.12,0.13,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PP",5322718831.81046,"50",954496.79381674,954496.79381674,945049.063015201,763796.025459598,479126.734632587,199350.435737496
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.9",4.5,41.6948066492695,20.7975876900034,"PP",2365652814137.98,"50",735316048.569933,735316048.569933,728037796.693192,588405827.020727,369105040.013252,153573669.01259
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PP",236565281413.798,"50",172771.627953462,172771.627953462,171061.512380919,138253.248830058,86725.8082737904,36084.0387717551
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PP",236565281413.798,"50",10564885.7553151,10564885.7553151,10460313.1708792,8454106.71006792,5303233.33352374,2206518.2329395
"Aluminum",2.9,0.375,"Sphere",2000,12566370.6143592,4188790204.78639,"PS",2.79e+09,"50",2747141.64172059,2747141.64172059,2719950.08395653,2198284.87734407,1378976.8733613,573751.41211293
"Antimony",0.004,27.8,"Sphere",1000,3141592.65358979,523598775.598299,"PS",5.58e+09,"50",102.225563447802,102.225563447802,101.213721804386,81.8017195737063,51.3139496413283,21.3502137973058
"Arsenic",0.003,1.92,"Sphere",100,31415.9265358979,523598.775598299,"PS",5.58e+10,"50",11101.0572806597,11101.0572806597,10991.177602195,8883.15548495717,5572.37421886299,2318.49977955117
"BPA",6e-05,0.19,"Sphere",13.2,547.391103961485,1204.26042871527,"PS",422727272727.273,"50",16996.8341139287,16996.8341139287,16828.5972856575,13601.0036133316,8531.86483270889,3549.85612180084
"Bromine",0.01,13,"Sphere",1000,3141592.65358979,523598775.598299,"PS",5.58e+09,"50",546.513589201708,546.513589201708,541.104128108063,437.324577720968,274.332269236332,114.141527608673
"Cadmium",0.005,0.00014,"Sphere",3000,28274333.8823081,14137166941.1541,"PS",1.86e+09,"50",8457948.40431215,8457948.40431216,8374230.55405336,6768118.46472928,4245618.45246704,1766476.02251518
"Chromium",0.03,0.000454,"Sphere",500,785398.163397448,65449846.9497873,"PS",1.116e+10,"50",93894405.193245,93894405.1932451,92965026.4150417,75135059.6084483,47131975.7718808,19610218.399728
"Manganese",0.12,0.13,"Sphere",2000,12566370.6143592,4188790204.78639,"PS",2.79e+09,"50",327908.153521025,327908.153521025,324662.476864838,262394.746632581,164599.361541799,68484.9165652039
"Mercury",0.002,0.00125,"Sphere",4.5,63.6172512351933,47.712938426395,"PS",1.24e+12,"50",252610725.675456,252610725.675456,250110352.547727,202141138.146581,126802471.113682,52758750.53912
"Propanolol",5e-04,0.133,"Sphere",45,6361.72512351933,47712.938426395,"PS",1.24e+11,"50",59354.0238899098,59354.0238899099,58766.5302038832,47495.5681735388,29793.8137015231,12396.3229650188
"Sulfamethoxazole",0.02,0.087,"Sphere",45,6361.72512351933,47712.938426395,"PS",1.24e+11,"50",3629464.44936001,3629464.44936001,3593539.54809953,2904326.69750835,1821874.5849667,758028.024987357
"Aluminum",2.9,0.375,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PS",1.953e+09,"50",183142.776114706,183142.776114706,181330.005597102,146552.325156271,91931.7915574197,38250.094140862
"Antimony",0.004,27.8,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PS",3.906e+09,"50",6.81503756318677,6.81503756318677,6.74758145362572,5.45344797158042,3.42092997608855,1.42334758648705
"Arsenic",0.003,1.92,"Long Cylinder",100,329867.228626928,7853981.63397448,"PS",3.906e+10,"50",740.070485377313,740.070485377313,732.745173479669,592.210365663811,371.491614590866,154.566651970078
"BPA",6e-05,0.19,"Long Cylinder",13.2,5747.6065915956,18063.906430729,"PS",295909090909.091,"50",1133.12227426192,1133.12227426192,1121.9064857105,906.733574222104,568.790988847259,236.657074786723
"Bromine",0.01,13,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PS",3.906e+09,"50",36.4342392801139,36.4342392801139,36.0736085405375,29.1549718480646,18.2888179490888,7.60943517391154
"Cadmium",0.005,0.00014,"Long Cylinder",3000,296880505.764235,212057504117.311,"PS",1.302e+09,"50",563863.226954143,563863.226954143,558282.03693689,451207.897648618,283041.230164469,117765.068167679
"Chromium",0.03,0.000454,"Long Cylinder",500,8246680.71567321,981747704.24681,"PS",7.812e+09,"50",6259627.012883,6259627.012883,6197668.42766944,5009003.97389656,3142131.71812539,1307347.8933152
"Manganese",0.12,0.13,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PS",1.953e+09,"50",21860.5435680683,21860.5435680683,21644.1651243225,17492.9831088387,10973.2907694533,4565.66110434693
"Mercury",0.002,0.00125,"Long Cylinder",4.5,667.98113796953,715.694076395925,"PS",8.68e+11,"50",16840715.0450304,16840715.0450304,16674023.5031818,13476075.8764387,8453498.07424549,3517250.03594134
"Propanolol",5e-04,0.133,"Long Cylinder",45,66798.113796953,715694.076395925,"PS",8.68e+10,"50",3956.93492599399,3956.93492599399,3917.76868025888,3166.37121156925,1986.25424676821,826.421531001254
"Sulfamethoxazole",0.02,0.087,"Long Cylinder",45,66798.113796953,715694.076395925,"PS",8.68e+10,"50",241964.296624,241964.296624,239569.303206635,193621.77983389,121458.305664447,50535.2016658238
"Aluminum",2.9,0.375,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PS",1.116e+10,"50",18314277.6114706,18314277.6114706,18133000.5597102,14655232.5156271,9193179.15574197,3825009.4140862
"Antimony",0.004,27.8,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PS",2.232e+10,"50",681.503756318677,681.503756318677,674.758145362573,545.344797158042,342.092997608855,142.334758648705
"Arsenic",0.003,1.92,"Short Cylinder",100,18849.5559215388,78539.8163397448,"PS",2.232e+11,"50",74007.0485377313,74007.0485377314,73274.5173479669,59221.0365663811,37149.1614590866,15456.6651970078
"BPA",6e-05,0.19,"Short Cylinder",13.2,328.434662376891,180.63906430729,"PS",1690909090909.09,"50",113312.227426192,113312.227426192,112190.64857105,90673.3574222104,56879.0988847259,23665.7074786723
"Bromine",0.01,13,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PS",2.232e+10,"50",3643.42392801139,3643.42392801139,3607.36085405375,2915.49718480646,1828.88179490888,760.943517391154
"Cadmium",0.005,0.00014,"Short Cylinder",3000,16964600.3293849,2120575041.17311,"PS",7.44e+09,"50",56386322.6954144,56386322.6954144,55828203.693689,45120789.7648618,28304123.0164469,11776506.8167679
"Chromium",0.03,0.000454,"Short Cylinder",500,471238.898038469,9817477.0424681,"PS",4.464e+10,"50",625962701.2883,625962701.288301,619766842.766944,500900397.389656,314213171.812539,130734789.33152
"Manganese",0.12,0.13,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PS",1.116e+10,"50",2186054.35680683,2186054.35680683,2164416.51243225,1749298.31088387,1097329.07694533,456566.110434693
"Mercury",0.002,0.00125,"Short Cylinder",4.5,38.170350741116,7.15694076395925,"PS",4.96e+12,"50",1684071504.50304,1684071504.50304,1667402350.31818,1347607587.64387,845349807.424549,351725003.594134
"Propanolol",5e-04,0.133,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PS",4.96e+11,"50",395693.492599399,395693.492599399,391776.868025888,316637.121156925,198625.424676821,82642.1531001254
"Sulfamethoxazole",0.02,0.087,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PS",4.96e+11,"50",24196429.6624,24196429.6624,23956930.3206635,19362177.983389,12145830.5664447,5053520.16658238
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PS",2809255672.59027,"50",2803789.6972363,2803789.6972363,2776037.42980574,2243615.1078207,1407412.37784738,585582.582865828
"Antimony",0.004,27.8,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PS",5618511345.18055,"50",104.333528798175,104.333528798175,103.300822245314,83.4885304324248,52.3720805450526,21.7904707094702
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.2",100,30993.6377269842,513019.932064746,"PS",56185113451.8055,"50",11329.9691429269,11329.9691429269,11217.8236657021,9066.33260164614,5687.2806216893,2366.30892860653
"BPA",6e-05,0.19,"Oblate Spheroid e=0.2",13.2,540.033143754972,1179.92942711109,"PS",425644798877.314,"50",17347.3211757732,17347.3211757732,17175.6151819362,13881.4661843386,8707.79808105539,3623.05673279468
"Bromine",0.01,13,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PS",5618511345.18055,"50",557.783096267168,557.783096267168,552.26208815764,446.34252808104,279.989199837012,116.495208792937
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.2",3000,27894273.9542857,13851538165.7481,"PS",1872837115.06018,"50",8632357.44222999,8632357.44222999,8546913.26910633,6907681.98220658,4333166.18795375,1802902.04084307
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.2",500,774840.943174604,64127491.5080932,"PS",11237022690.3611,"50",95830576.0106589,95830576.0106589,94882032.7671716,76684399.0976237,48103871.3376364,20014595.3432799
